label	lastfm_URI	DBpedia16_URI
Toxic Holocaust	http://www.last.fm/music/Toxic+Holocaust	http://dbpedia.org/resource/Toxic_Holocaust
Anthrax	http://www.last.fm/music/Anthrax	http://dbpedia.org/resource/Anthrax_(UK_band)
Municipal Waste	http://www.last.fm/music/Municipal+Waste	http://dbpedia.org/resource/Municipal_Waste_(band)
Venom	http://www.last.fm/music/Venom	http://dbpedia.org/resource/Venom_(band)
Napalm Death	http://www.last.fm/music/Napalm+Death	http://dbpedia.org/resource/Napalm_Death
The Sisters of Mercy	http://www.last.fm/music/The+Sisters+of+Mercy	http://dbpedia.org/resource/The_Sisters_of_Mercy
Mercyful Fate	http://www.last.fm/music/Mercyful+Fate	http://dbpedia.org/resource/Mercyful_Fate
EMICIDA	http://www.last.fm/music/EMICIDA	http://dbpedia.org/resource/Emicida
Bleeding Through	http://www.last.fm/music/Bleeding+Through	http://dbpedia.org/resource/Bleeding_Through
The Devil Wears Prada	http://www.last.fm/music/The+Devil+Wears+Prada	http://dbpedia.org/resource/The_Devil_Wears_Prada_(band)
J. Holiday	http://www.last.fm/music/J.+Holiday	http://dbpedia.org/resource/J._Holiday
Raimundos	http://www.last.fm/music/Raimundos	http://dbpedia.org/resource/Raimundos
Hatebreed	http://www.last.fm/music/Hatebreed	http://dbpedia.org/resource/Hatebreed
As Blood Runs Black	http://www.last.fm/music/As+Blood+Runs+Black	http://dbpedia.org/resource/As_Blood_Runs_Black
For Today	http://www.last.fm/music/For+Today	http://dbpedia.org/resource/For_Today
CéU	http://www.last.fm/music/C%C3%A9U	
Job for a Cowboy	http://www.last.fm/music/Job+for+a+Cowboy	http://dbpedia.org/resource/Job_for_a_Cowboy
Joss Stone	http://www.last.fm/music/Joss+Stone	http://dbpedia.org/resource/Joss_Stone
Carnifex	http://www.last.fm/music/Carnifex	http://dbpedia.org/resource/Carnifex_(band)
Beneath the Massacre	http://www.last.fm/music/Beneath+the+Massacre	http://dbpedia.org/resource/Beneath_the_Massacre
Dan Balan	http://www.last.fm/music/Dan+Balan	
Paris Hilton	http://www.last.fm/music/Paris+Hilton	
Skye Sweetnam	http://www.last.fm/music/Skye+Sweetnam	http://dbpedia.org/resource/Skye_Sweetnam
Christina Milian	http://www.last.fm/music/Christina+Milian	http://dbpedia.org/resource/Christina_Milian
The Cheetah Girls	http://www.last.fm/music/The+Cheetah+Girls	http://dbpedia.org/resource/The_Cheetah_Girls_(group)
Anastacia	http://www.last.fm/music/Anastacia	http://dbpedia.org/resource/Anastacia
Shayne Ward	http://www.last.fm/music/Shayne+Ward	http://dbpedia.org/resource/Shayne_Ward
Lykke Li	http://www.last.fm/music/Lykke+Li	http://dbpedia.org/resource/Lykke_Li
Jurassic 5	http://www.last.fm/music/Jurassic+5	http://dbpedia.org/resource/Jurassic_5
Atmosphere	http://www.last.fm/music/Atmosphere	http://dbpedia.org/resource/Atmosphere_(Polish_band)
OutKast	http://www.last.fm/music/OutKast	http://dbpedia.org/resource/Outkast
De La Soul	http://www.last.fm/music/De+La+Soul	http://dbpedia.org/resource/De_La_Soul
J Dilla	http://www.last.fm/music/J+Dilla	http://dbpedia.org/resource/J_Dilla
Deltron 3030	http://www.last.fm/music/Deltron+3030	http://dbpedia.org/resource/Deltron_3030
Metric	http://www.last.fm/music/Metric	http://dbpedia.org/resource/Metric_(band)
Fleet Foxes	http://www.last.fm/music/Fleet+Foxes	http://dbpedia.org/resource/Fleet_Foxes
Jedi Mind Tricks	http://www.last.fm/music/Jedi+Mind+Tricks	http://dbpedia.org/resource/Jedi_Mind_Tricks
Jimi Hendrix	http://www.last.fm/music/Jimi+Hendrix	http://dbpedia.org/resource/Jimi_Hendrix
GZA/Genius	http://www.last.fm/music/GZA%252FGenius	http://dbpedia.org/resource/Gza
The Game	http://www.last.fm/music/The+Game	http://dbpedia.org/resource/The_Game_(rapper)
Dave Matthews Band	http://www.last.fm/music/Dave+Matthews+Band	http://dbpedia.org/resource/Dave_Matthews_Band
Rancid	http://www.last.fm/music/Rancid	http://dbpedia.org/resource/Rancid_(band)
The Baseballs	http://www.last.fm/music/The+Baseballs	http://dbpedia.org/resource/The_Baseballs
Anti-Flag	http://www.last.fm/music/Anti-Flag	http://dbpedia.org/resource/Anti-Flag
Tequila Baby	http://www.last.fm/music/Tequila+Baby	
Cine	http://www.last.fm/music/Cine	
Blind Melon	http://www.last.fm/music/Blind+Melon	http://dbpedia.org/resource/Blind_Melon
Nenhum de Nós	http://www.last.fm/music/Nenhum+de+N%C3%B3s	
Faichecleres	http://www.last.fm/music/Faichecleres	
Black Veil Brides	http://www.last.fm/music/Black+Veil+Brides	http://dbpedia.org/resource/Black_Veil_Brides
Tokio Hotel	http://www.last.fm/music/Tokio+Hotel	http://dbpedia.org/resource/Tokio_Hotel
The Medic Droid	http://www.last.fm/music/The+Medic+Droid	http://dbpedia.org/resource/The_Medic_Droid
BrokeNCYDE	http://www.last.fm/music/BrokeNCYDE	http://dbpedia.org/resource/Brokencyde
Stephen Jerzak	http://www.last.fm/music/Stephen+Jerzak	
The Ready Set	http://www.last.fm/music/The+Ready+Set	http://dbpedia.org/resource/The_Ready_Set
Charlie Brown Jr.	http://www.last.fm/music/Charlie+Brown+Jr.	http://dbpedia.org/resource/Charlie_Brown_Jr.
Aly & AJ	http://www.last.fm/music/Aly%2B%2526%2BAJ	http://dbpedia.org/resource/78violet
Weird Al Yankovic	http://www.last.fm/music/%22Weird+Al%22+Yankovic	
Liz Phair	http://www.last.fm/music/Liz+Phair	http://dbpedia.org/resource/Liz_Phair
iamamiwhoami	http://www.last.fm/music/iamamiwhoami	http://dbpedia.org/resource/Iamamiwhoami
Bowling for Soup	http://www.last.fm/music/Bowling+for+Soup	http://dbpedia.org/resource/Bowling_for_Soup
Victoria Justice	http://www.last.fm/music/Victoria+Justice	http://dbpedia.org/resource/Victoria_Justice
Orianthi	http://www.last.fm/music/Orianthi	http://dbpedia.org/resource/Orianthi
Dolly Parton	http://www.last.fm/music/Dolly+Parton	http://dbpedia.org/resource/Dolly_Parton
Billy Ray Cyrus	http://www.last.fm/music/Billy+Ray+Cyrus	http://dbpedia.org/resource/Billy_Ray_Cyrus
Sterling Knight	http://www.last.fm/music/Sterling+Knight	
Clint Mansell	http://www.last.fm/music/Clint+Mansell	http://dbpedia.org/resource/Clint_Mansell
Puscifer	http://www.last.fm/music/Puscifer	http://dbpedia.org/resource/Puscifer
The Cult	http://www.last.fm/music/The+Cult	http://dbpedia.org/resource/The_Cult
Unheilig	http://www.last.fm/music/Unheilig	http://dbpedia.org/resource/Unheilig
Hans Zimmer	http://www.last.fm/music/Hans+Zimmer	http://dbpedia.org/resource/Hans_Zimmer
Black Light Burns	http://www.last.fm/music/Black+Light+Burns	http://dbpedia.org/resource/Black_Light_Burns
Dead Can Dance	http://www.last.fm/music/Dead+Can+Dance	http://dbpedia.org/resource/Dead_Can_Dance
Philip Glass	http://www.last.fm/music/Philip+Glass	http://dbpedia.org/resource/Philip_Glass
Brian Eno	http://www.last.fm/music/Brian+Eno	http://dbpedia.org/resource/Brian_Eno
Therion	http://www.last.fm/music/Therion	http://dbpedia.org/resource/Therion_(band)
Eisbrecher	http://www.last.fm/music/Eisbrecher	http://dbpedia.org/resource/Eisbrecher
Dave Gahan	http://www.last.fm/music/Dave+Gahan	http://dbpedia.org/resource/Dave_Gahan
Oomph!	http://www.last.fm/music/Oomph%21	http://dbpedia.org/resource/Oomph!
Peter Broderick	http://www.last.fm/music/Peter+Broderick	http://dbpedia.org/resource/Peter_Broderick
Ani DiFranco	http://www.last.fm/music/Ani+DiFranco	http://dbpedia.org/resource/Ani_DiFranco
Jens Lekman	http://www.last.fm/music/Jens+Lekman	http://dbpedia.org/resource/Jens_Lekman
Jon Foreman	http://www.last.fm/music/Jon+Foreman	http://dbpedia.org/resource/Jon_Foreman
Elio e le Storie Tese	http://www.last.fm/music/Elio+e+le+Storie+Tese	http://dbpedia.org/resource/Elio_e_le_Storie_Tese
Craig Armstrong	http://www.last.fm/music/Craig+Armstrong	http://dbpedia.org/resource/Craig_Armstrong_(composer)
Hammock	http://www.last.fm/music/Hammock	http://dbpedia.org/resource/Hammock_(band)
Joanna Newsom	http://www.last.fm/music/Joanna+Newsom	http://dbpedia.org/resource/Joanna_Newsom
Seabear	http://www.last.fm/music/Seabear	http://dbpedia.org/resource/Seabear
Balmorhea	http://www.last.fm/music/Balmorhea	http://dbpedia.org/resource/Balmorhea_(band)
Do Make Say Think	http://www.last.fm/music/Do+Make+Say+Think	http://dbpedia.org/resource/Do_Make_Say_Think
Soulwax	http://www.last.fm/music/Soulwax	http://dbpedia.org/resource/Soulwax
Soundtrack	http://www.last.fm/music/Soundtrack	
Ludovico Einaudi	http://www.last.fm/music/Ludovico+Einaudi	http://dbpedia.org/resource/Ludovico_Einaudi
Apparat	http://www.last.fm/music/Apparat	http://dbpedia.org/resource/Apparat_(musician)
Ólafur Arnalds	http://www.last.fm/music/%C3%93lafur+Arnalds	
Ellen Allien	http://www.last.fm/music/Ellen+Allien	http://dbpedia.org/resource/Ellen_Allien
Chico Buarque	http://www.last.fm/music/Chico+Buarque	http://dbpedia.org/resource/Chico_Buarque
Renato Russo	http://www.last.fm/music/Renato+Russo	http://dbpedia.org/resource/Renato_Russo
Marcelo Camelo	http://www.last.fm/music/Marcelo+Camelo	http://dbpedia.org/resource/Marcelo_Camelo
Maria Rita	http://www.last.fm/music/Maria+Rita	http://dbpedia.org/resource/Maria_Rita
Caetano Veloso	http://www.last.fm/music/Caetano+Veloso	http://dbpedia.org/resource/Caetano_Veloso
Little Joy	http://www.last.fm/music/Little+Joy	http://dbpedia.org/resource/Little_Joy
Carla Bruni	http://www.last.fm/music/Carla+Bruni	
Pato Fu	http://www.last.fm/music/Pato+Fu	http://dbpedia.org/resource/Pato_Fu
Erik Satie	http://www.last.fm/music/Erik+Satie	
Rita Lee	http://www.last.fm/music/Rita+Lee	http://dbpedia.org/resource/Rita_Lee
Norah Jones	http://www.last.fm/music/Norah+Jones	http://dbpedia.org/resource/Norah_Jones
Cássia Eller	http://www.last.fm/music/C%C3%A1ssia+Eller	
Tiê	http://www.last.fm/music/Ti%C3%AA	
Adam Green	http://www.last.fm/music/Adam+Green	http://dbpedia.org/resource/Adam_Green_(musician)
Eddie Vedder	http://www.last.fm/music/Eddie+Vedder	http://dbpedia.org/resource/Eddie_Vedder
Emilie Simon	http://www.last.fm/music/Emilie+Simon	
Jonathan Larson	http://www.last.fm/music/Jonathan+Larson	
Сплин	http://www.last.fm/music/%D0%A1%D0%BF%D0%BB%D0%B8%D0%BD	
UNKLE	http://www.last.fm/music/UNKLE	http://dbpedia.org/resource/Unkle
Агата Кристи	http://www.last.fm/music/%D0%90%D0%B3%D0%B0%D1%82%D0%B0+%D0%9A%D1%80%D0%B8%D1%81%D1%82%D0%B8	
5'nizza	http://www.last.fm/music/5%27nizza	http://dbpedia.org/resource/5'nizza
Archive	http://www.last.fm/music/Archive	http://dbpedia.org/resource/Archive_(band)
Океан Ельзи	http://www.last.fm/music/%D0%9E%D0%BA%D0%B5%D0%B0%D0%BD+%D0%95%D0%BB%D1%8C%D0%B7%D0%B8	
Schiller	http://www.last.fm/music/Schiller	http://dbpedia.org/resource/Schiller_(band)
Sting	http://www.last.fm/music/Sting	http://dbpedia.org/resource/Sting_(musician)
Nautilus Pompilius	http://www.last.fm/music/Nautilus+Pompilius	http://dbpedia.org/resource/Nautilus_Pompilius_(band)
Guano Apes	http://www.last.fm/music/Guano+Apes	http://dbpedia.org/resource/Guano_Apes
Indochine	http://www.last.fm/music/Indochine	http://dbpedia.org/resource/Indochine_(band)
Amethystium	http://www.last.fm/music/Amethystium	http://dbpedia.org/resource/Amethystium
Nightmares on Wax	http://www.last.fm/music/Nightmares+on+Wax	http://dbpedia.org/resource/Nightmares_on_Wax
The Shadows	http://www.last.fm/music/The+Shadows	http://dbpedia.org/resource/The_Shadows
Mötley Crüe	http://www.last.fm/music/M%C3%B6tley+Cr%C3%BCe	
T. Rex	http://www.last.fm/music/T.+Rex	http://dbpedia.org/resource/T._Rex_(band)
Syd Barrett	http://www.last.fm/music/Syd+Barrett	http://dbpedia.org/resource/Syd_Barrett
The Runaways	http://www.last.fm/music/The+Runaways	http://dbpedia.org/resource/The_Runaways
Ratt	http://www.last.fm/music/Ratt	http://dbpedia.org/resource/Ratt
Stryper	http://www.last.fm/music/Stryper	http://dbpedia.org/resource/Stryper
Def Leppard	http://www.last.fm/music/Def+Leppard	http://dbpedia.org/resource/Def_Leppard
Patti Smith	http://www.last.fm/music/Patti+Smith	http://dbpedia.org/resource/Patti_Smith
Jerry Cantrell	http://www.last.fm/music/Jerry+Cantrell	http://dbpedia.org/resource/Jerry_Cantrell
The Black Crowes	http://www.last.fm/music/The+Black+Crowes	http://dbpedia.org/resource/The_Black_Crowes
Sex Pistols	http://www.last.fm/music/Sex+Pistols	http://dbpedia.org/resource/Sex_Pistols
Héroes del Silencio	http://www.last.fm/music/H%C3%A9roes+del+Silencio	
L7	http://www.last.fm/music/L7	http://dbpedia.org/resource/L7_(band)
Donna Summer	http://www.last.fm/music/Donna+Summer	http://dbpedia.org/resource/Donna_Summer
Zero 7	http://www.last.fm/music/Zero+7	http://dbpedia.org/resource/Zero_7
The Jacksons	http://www.last.fm/music/The+Jacksons	http://dbpedia.org/resource/The_Jackson_5
Isaac Hayes	http://www.last.fm/music/Isaac+Hayes	http://dbpedia.org/resource/Isaac_Hayes
808 State	http://www.last.fm/music/808+State	http://dbpedia.org/resource/808_State
Chic	http://www.last.fm/music/Chic	http://dbpedia.org/resource/Chic_(band)
Nina Simone	http://www.last.fm/music/Nina+Simone	http://dbpedia.org/resource/Nina_Simone
Diana Ross	http://www.last.fm/music/Diana+Ross	http://dbpedia.org/resource/Diana_Ross
The Cinematic Orchestra	http://www.last.fm/music/The+Cinematic+Orchestra	http://dbpedia.org/resource/The_Cinematic_Orchestra
Art of Noise	http://www.last.fm/music/Art+of+Noise	http://dbpedia.org/resource/Art_of_Noise
Scott Walker	http://www.last.fm/music/Scott+Walker	http://dbpedia.org/resource/Scott_Walker_(singer)
Little Brother	http://www.last.fm/music/Little+Brother	http://dbpedia.org/resource/Little_Brother_(group)
Grace Jones	http://www.last.fm/music/Grace+Jones	http://dbpedia.org/resource/Grace_Jones
Sarah Vaughan	http://www.last.fm/music/Sarah+Vaughan	http://dbpedia.org/resource/Sarah_Vaughan
Red	http://www.last.fm/music/Red	http://dbpedia.org/resource/Red_(American_band)
blessthefall	http://www.last.fm/music/blessthefall	http://dbpedia.org/resource/Blessthefall
Breaking Benjamin	http://www.last.fm/music/Breaking+Benjamin	http://dbpedia.org/resource/Breaking_Benjamin
Pillar	http://www.last.fm/music/Pillar	http://dbpedia.org/resource/Pillar_(band)
YUI	http://www.last.fm/music/YUI	http://dbpedia.org/resource/Yui_(singer)
Thrice	http://www.last.fm/music/Thrice	http://dbpedia.org/resource/Thrice
Thousand Foot Krutch	http://www.last.fm/music/Thousand+Foot+Krutch	http://dbpedia.org/resource/Thousand_Foot_Krutch
Jay-Z and Linkin Park	http://www.last.fm/music/Jay-Z+and+Linkin+Park	
Heaven Shall Burn	http://www.last.fm/music/Heaven+Shall+Burn	http://dbpedia.org/resource/Heaven_Shall_Burn
Hollywood Undead	http://www.last.fm/music/Hollywood+Undead	http://dbpedia.org/resource/Hollywood_Undead
Yellowcard	http://www.last.fm/music/Yellowcard	http://dbpedia.org/resource/Yellowcard
Disciple	http://www.last.fm/music/Disciple	http://dbpedia.org/resource/Disciple_(band)
A Skylit Drive	http://www.last.fm/music/A+Skylit+Drive	http://dbpedia.org/resource/A_Skylit_Drive
Dope	http://www.last.fm/music/Dope	http://dbpedia.org/resource/Dope_(band)
Audioslave	http://www.last.fm/music/Audioslave	http://dbpedia.org/resource/Audioslave
Hoobastank	http://www.last.fm/music/Hoobastank	http://dbpedia.org/resource/Hoobastank
The Frames	http://www.last.fm/music/The+Frames	http://dbpedia.org/resource/The_Frames
Devo	http://www.last.fm/music/Devo	http://dbpedia.org/resource/Devo
XTC	http://www.last.fm/music/XTC	http://dbpedia.org/resource/XTC
The Cars	http://www.last.fm/music/The+Cars	http://dbpedia.org/resource/The_Cars
Midnight Oil	http://www.last.fm/music/Midnight+Oil	http://dbpedia.org/resource/Midnight_Oil
Dead or Alive	http://www.last.fm/music/Dead+or+Alive	http://dbpedia.org/resource/Dead_or_Alive_(band)
Gary Numan	http://www.last.fm/music/Gary+Numan	http://dbpedia.org/resource/Gary_Numan
Wire	http://www.last.fm/music/Wire	http://dbpedia.org/resource/Wire_(band)
Oingo Boingo	http://www.last.fm/music/Oingo+Boingo	http://dbpedia.org/resource/Oingo_Boingo
Sparks	http://www.last.fm/music/Sparks	http://dbpedia.org/resource/Sparks_(band)
Thomas Dolby	http://www.last.fm/music/Thomas+Dolby	http://dbpedia.org/resource/Thomas_Dolby
Eurythmics	http://www.last.fm/music/Eurythmics	http://dbpedia.org/resource/Eurythmics
Yellow Magic Orchestra	http://www.last.fm/music/Yellow+Magic+Orchestra	http://dbpedia.org/resource/Yellow_Magic_Orchestra
Visage	http://www.last.fm/music/Visage	http://dbpedia.org/resource/Visage
John Foxx	http://www.last.fm/music/John+Foxx	http://dbpedia.org/resource/John_Foxx
Scritti Politti	http://www.last.fm/music/Scritti+Politti	http://dbpedia.org/resource/Scritti_Politti
Yello	http://www.last.fm/music/Yello	http://dbpedia.org/resource/Yello
They Might Be Giants	http://www.last.fm/music/They+Might+Be+Giants	http://dbpedia.org/resource/They_Might_Be_Giants
SHINee	http://www.last.fm/music/SHINee	http://dbpedia.org/resource/Shinee
Shinedown	http://www.last.fm/music/Shinedown	http://dbpedia.org/resource/Shinedown
the GazettE	http://www.last.fm/music/the+GazettE	http://dbpedia.org/resource/The_Gazette_(band)
Ария	http://www.last.fm/music/%D0%90%D1%80%D0%B8%D1%8F	
The 69 Eyes	http://www.last.fm/music/The+69+Eyes	http://dbpedia.org/resource/The_69_Eyes
동방신기	http://www.last.fm/music/%EB%8F%99%EB%B0%A9%EC%8B%A0%EA%B8%B0	
HIGH and MIGHTY COLOR	http://www.last.fm/music/HIGH+and+MIGHTY+COLOR	http://dbpedia.org/resource/High_and_Mighty_Color
Rie fu	http://www.last.fm/music/Rie+fu	http://dbpedia.org/resource/Rie_fu
ギルガメッシュ	http://www.last.fm/music/%E3%82%AE%E3%83%AB%E3%82%AC%E3%83%A1%E3%83%83%E3%82%B7%E3%83%A5	
ASIAN KUNG-FU GENERATION	http://www.last.fm/music/ASIAN+KUNG-FU+GENERATION	http://dbpedia.org/resource/Asian_Kung-Fu_Generation
Solange	http://www.last.fm/music/Solange	http://dbpedia.org/resource/Solange_Knowles
Jennifer Hudson	http://www.last.fm/music/Jennifer+Hudson	http://dbpedia.org/resource/Jennifer_Hudson
Michelle Williams	http://www.last.fm/music/Michelle+Williams	http://dbpedia.org/resource/Michelle_Williams_(singer)
Gnarls Barkley	http://www.last.fm/music/Gnarls+Barkley	http://dbpedia.org/resource/Gnarls_Barkley
Flying Lotus	http://www.last.fm/music/Flying+Lotus	http://dbpedia.org/resource/Flying_Lotus
The Mountain Goats	http://www.last.fm/music/The+Mountain+Goats	http://dbpedia.org/resource/The_Mountain_Goats
Daedelus	http://www.last.fm/music/Daedelus	http://dbpedia.org/resource/Daedelus_(musician)
Madlib	http://www.last.fm/music/Madlib	http://dbpedia.org/resource/Madlib
Neutral Milk Hotel	http://www.last.fm/music/Neutral+Milk+Hotel	http://dbpedia.org/resource/Neutral_Milk_Hotel
Quasimoto	http://www.last.fm/music/Quasimoto	http://dbpedia.org/resource/Quasimoto
Okkervil River	http://www.last.fm/music/Okkervil+River	http://dbpedia.org/resource/Okkervil_River
Madvillain	http://www.last.fm/music/Madvillain	http://dbpedia.org/resource/Madvillain
Raekwon	http://www.last.fm/music/Raekwon	http://dbpedia.org/resource/Raekwon
Onra	http://www.last.fm/music/Onra	http://dbpedia.org/resource/Onra
Yeasayer	http://www.last.fm/music/Yeasayer	http://dbpedia.org/resource/Yeasayer
Pavement	http://www.last.fm/music/Pavement	http://dbpedia.org/resource/Pavement_(band)
