label	LibraryThing_URI	DBpedia16_URI
The Monkey's Raincoat (1987)	https://www.librarything.com/work/3007	http://dbpedia.org/resource/The_Monkey's_Raincoat
Luminous	https://www.librarything.com/work/10656538	
Good as Dead	https://www.librarything.com/work/11100415	
Poetrees	https://www.librarything.com/work/9274748	
Northanger Abbey / Lady Susan / Sanditon / The Watsons	https://www.librarything.com/work/2762	
Back to the Homeplace	https://www.librarything.com/work/9743026	
Buddha Da	https://www.librarything.com/work/94005	http://dbpedia.org/resource/Buddha_Da
Under the Quilt of Night (2002)	https://www.librarything.com/work/837709	
Middle School: Get Me Out of Here!	https://www.librarything.com/work/12532950	
All Men Are Liars (2008)	https://www.librarything.com/work/8934729	
Crossed Wires (2008)	https://www.librarything.com/work/6963053	
Betrayal (2001)	https://www.librarything.com/work/85627	
Dark Road to Darjeeling	https://www.librarything.com/work/9761945	
No Place Like Home (2005)	https://www.librarything.com/work/20078	http://dbpedia.org/resource/No_Place_Like_Home_(novel)
The Book of Paul	https://www.librarything.com/work/12696013	
The Bungalow	https://www.librarything.com/work/11440383	
Four Novels of the 1960s : The Man in the High Castle / The Three Stigmata…	https://www.librarything.com/work/2077540	
Dreams of a Dark Warrior	https://www.librarything.com/work/10160370	
Turbulent Sea	https://www.librarything.com/work/4807002	
The Queen's Necklace	https://www.librarything.com/work/269286	http://dbpedia.org/resource/The_Queen's_Necklace
Harvest	https://www.librarything.com/work/56584	http://dbpedia.org/resource/Red_Harvest
Alta (2004)	https://www.librarything.com/work/87560	http://dbpedia.org/resource/Alta_Vendita
The Golden Ass	https://www.librarything.com/work/11781	http://dbpedia.org/resource/The_Golden_Ass
Coming Out (2006)	https://www.librarything.com/work/1198469	
Blue Straggler	https://www.librarything.com/work/11745368	
Every Single Woman's Battle: Guarding Your Heart and Mind Against Sexual…	https://www.librarything.com/work/4869	
The Sixteen Pleasures (1994)	https://www.librarything.com/work/3055	
The Grievers	https://www.librarything.com/work/12172521	
Fairyopolis: A Flower Fairies Journal	https://www.librarything.com/work/12535	
The Ring of Solomon (2010)	https://www.librarything.com/work/9741295	
Helen Keller in Love	https://www.librarything.com/work/12225129	
The Other Wes Moore: One Name, Two Fates	https://www.librarything.com/work/9734007	
Blood Beast (2007)	https://www.librarything.com/work/2881372	
In the Belly of the Bloodhound: Being an Account of a Particularly…	https://www.librarything.com/work/955959	
Imager	https://www.librarything.com/work/6146025	
Barcode Booty: How I found and sold $2 million of 'junk' on eBay…	https://www.librarything.com/work/11240162	
The Hidden Goddess	https://www.librarything.com/work/10597157	
American Zombie Gothic: The Rise and Fall (and Rise) of the Walking Dead… (2011)	https://www.librarything.com/work/9596468	
Anne Frank	https://www.librarything.com/work/1567	
Monkey Girl: Evolution, Education, Religion, and the Battle for America's… (2007)	https://www.librarything.com/work/2294025	
Dexter Is Delicious	https://www.librarything.com/work/8839148	
The Blue Enchantress	https://www.librarything.com/work/8235152	
The Owl Service (1967)	https://www.librarything.com/work/22789	http://dbpedia.org/resource/The_Owl_Service
The Moving Toyshop (1946)	https://www.librarything.com/work/51430	
The Buddha of Suburbia (1990)	https://www.librarything.com/work/7194	http://dbpedia.org/resource/The_Buddha_of_Suburbia_(novel)
Strip Tease (1993)	https://www.librarything.com/work/32221	http://dbpedia.org/resource/Strip_Tease_(novel)
The Ultimate History of Video Games: From Pong to Pokemon--The Story… (2001)	https://www.librarything.com/work/23306	
Count to a Trillion	https://www.librarything.com/work/12057194	
Hearts at Stake (Drake Chronicles, Book 1)	https://www.librarything.com/work/9116166	
Building the Pauson House: The Letters of Frank Lloyd Wright and Rose… (2011)	https://www.librarything.com/work/10940735	
The Heights	https://www.librarything.com/work/9160789	
When Irish Guys Are Smiling	https://www.librarything.com/work/4593203	
Night of the Purple Moon	https://www.librarything.com/work/12494722	
Global Climate Change: Book of Essential Knowledge (Curiosity Guides)	https://www.librarything.com/work/11243845	
Song of the Water Boatman & Other Pond Poems (2005)	https://www.librarything.com/work/648989	
The Hijab Boutique	https://www.librarything.com/work/11473690	
The Ministry of Special Cases	https://www.librarything.com/work/1995453	
Reunion	https://www.librarything.com/work/63564	http://dbpedia.org/resource/Reunion_(novel)
Reflex (1980)	https://www.librarything.com/work/42926	http://dbpedia.org/resource/Reflex_(novel)
The Pickup (2001)	https://www.librarything.com/work/1303053	http://dbpedia.org/resource/The_Pickup
The Great Mortality: An Intimate History of the Black Death, the Most… (2005)	https://www.librarything.com/work/109570	
Mothers and Daughters	https://www.librarything.com/work/10919619	
The Memory of All That: George Gershwin, Kay Swift, and My Family's…	https://www.librarything.com/work/10793607	
Teammates	https://www.librarything.com/work/826488	
Seconds Away	https://www.librarything.com/work/12701490	
Sunstorm (2005)	https://www.librarything.com/work/231025	http://dbpedia.org/resource/Sunstorm_(novel)
Friends with Boys	https://www.librarything.com/work/11773124	
Moonfleet (1898)	https://www.librarything.com/work/138753	http://dbpedia.org/resource/Moonfleet
The Warlord of Mars (1919)	https://www.librarything.com/work/183883	http://dbpedia.org/resource/The_Warlord_of_Mars
Flight of the Hawk	https://www.librarything.com/work/5025675	
Growth of the Soil (1917)	https://www.librarything.com/work/140298	
The Castle in the Forest (2007)	https://www.librarything.com/work/1528921	http://dbpedia.org/resource/The_Castle_in_the_Forest
Shoe Addicts Anonymous (2007)	https://www.librarything.com/work/2504340	
Shadows on the Sea	https://www.librarything.com/work/396718	
The Living (1992)	https://www.librarything.com/work/23434	http://dbpedia.org/resource/We_the_Living
The Crow Road (1992)	https://www.librarything.com/work/40571	http://dbpedia.org/resource/The_Crow_Road
The MacLosers (2012)	https://www.librarything.com/work/12863149	
Heart Fate	https://www.librarything.com/work/5033367	
Salvation of a Saint (2008)	https://www.librarything.com/work/7860147	
The House at Sugar Beach: In Search of a Lost African Childhood (2008)	https://www.librarything.com/work/4688950	
The Good Terrorist (1985)	https://www.librarything.com/work/15019	http://dbpedia.org/resource/The_Good_Terrorist
The Treasure Map of Boys (2009)	https://www.librarything.com/work/6760149	
The Wild Blue: The Men and Boys Who Flew the B-24s Over Germany 1944-45 (2001)	https://www.librarything.com/work/40808	
River of Blue Fire (1998)	https://www.librarything.com/work/20477	http://dbpedia.org/resource/River_of_Blue_Fire
The Middle Place (2008)	https://www.librarything.com/work/4556919	
Vegan Virgin Valentine (2006)	https://www.librarything.com/work/1760602	http://dbpedia.org/resource/Vegan_Virgin_Valentine
Go with Me (2008)	https://www.librarything.com/work/8002565	
Lost Christianities: The Battles for Scripture and the Faiths We Never… (2003)	https://www.librarything.com/work/57070	
The Age of American Unreason (2008)	https://www.librarything.com/work/4646676	
Instructions for a Heatwave (2013)	https://www.librarything.com/work/13316692	
The Key to Rebecca (1980)	https://www.librarything.com/work/58782	http://dbpedia.org/resource/The_Key_to_Rebecca
Reconstructing Amelia	https://www.librarything.com/work/13140323	
Waterfall	https://www.librarything.com/work/10636838	
Sweet Mandarin: The Courageous True Story of Three Generations of Chinese…	https://www.librarything.com/work/2393013	
Last and First Contacts	https://www.librarything.com/work/12340965	
The Annotated Sherlock Holmes (2-Volume Set) (1967)	https://www.librarything.com/work/3390130	
Red Harvest (1929)	https://www.librarything.com/work/12476	http://dbpedia.org/resource/Red_Harvest
Exiles (2008)	https://www.librarything.com/work/4810362	
Life of the Beloved: Spiritual Living in a Secular World (1992)	https://www.librarything.com/work/17120	
Runaways [2003] Volume 1: Pride and Joy	https://www.librarything.com/work/5420440	
Once in a Blue Moon	https://www.librarything.com/work/8942063	
The Horse Whisperer (1995)	https://www.librarything.com/work/21631	http://dbpedia.org/resource/The_Horse_Whisperer_(novel)
Long Live the Queen	https://www.librarything.com/work/444604	
The Recessionistas	https://www.librarything.com/work/9715059	
50 Harbor Street (2005)	https://www.librarything.com/work/116021	
Punk Farm (2005)	https://www.librarything.com/work/473634	http://dbpedia.org/resource/Punk_Farm
In Search of Adam (2008)	https://www.librarything.com/work/3279109	
Oggie Cooder	https://www.librarything.com/work/3894747	
The End of Eternity (1955)	https://www.librarything.com/work/21149	http://dbpedia.org/resource/The_End_of_Eternity
The Shadow Reader	https://www.librarything.com/work/11234196	
The Undead Next Door	https://www.librarything.com/work/3369073	
Born on a Rotten Day: Illuminating and Coping with the Dark Side of the…	https://www.librarything.com/work/71774	
I Don't Want to Kill You	https://www.librarything.com/work/10592774	
All-Star Batman & Robin, The Boy Wonder, Vol. 1 (2012)	https://www.librarything.com/work/4743272	
The Raven and Other Poems	https://www.librarything.com/work/53535	
Macadoo of the Maury River (Horses of the Maury River)	https://www.librarything.com/work/13823648	
The Campaigns of Alexander	https://www.librarything.com/work/44895	
Noughts and Crosses (2001)	https://www.librarything.com/work/73953	
The Signal and the Noise: Why So Many Predictions Fail — but Some… (2012)	https://www.librarything.com/work/12670479	
Defiance	https://www.librarything.com/work/12440960	
Planting the Trees of Kenya: The Story of Wangari Maathai (2008)	https://www.librarything.com/work/5162281	
Cosmopolis (2003)	https://www.librarything.com/work/971270	http://dbpedia.org/resource/Cosmopolis_(novel)
Prague Fatale (2011)	https://www.librarything.com/work/10926678	
A Maze of Death	https://www.librarything.com/work/87793	http://dbpedia.org/resource/A_Maze_of_Death
The Mighty Mars Rovers: The Incredible Adventures of Spirit and…	https://www.librarything.com/work/12491384	
Bright Shiny Morning	https://www.librarything.com/work/4313053	
Yummy: The Last Days of a Southside Shorty	https://www.librarything.com/work/10036973	
Pet Noir	https://www.librarything.com/work/11271716	
Invasion	https://www.librarything.com/work/8709888	
Flashback	https://www.librarything.com/work/21757	
Death by Darjeeling (2001)	https://www.librarything.com/work/94857	
The Flame Alphabet (2012)	https://www.librarything.com/work/11478228	
A Dog About Town (2007)	https://www.librarything.com/work/2825973	
The Star Beast (1954)	https://www.librarything.com/work/201758	http://dbpedia.org/resource/The_Star_Beast
The Cross and the Switchblade (1962)	https://www.librarything.com/work/34333	http://dbpedia.org/resource/The_Cross_and_the_Switchblade
The Memory Collector (2009)	https://www.librarything.com/work/7624375	
The Ideal Man	https://www.librarything.com/work/10718366	
The Girl Who Married an Eagle	https://www.librarything.com/work/13587958	
Beautiful Children	https://www.librarything.com/work/3961927	
Free Culture: The Nature and Future of Creativity (2004)	https://www.librarything.com/work/112603	
We Live in Water: stories (2013)	https://www.librarything.com/work/13140324	
Life Form (2010)	https://www.librarything.com/work/10317374	
Goodbye to All That (1929)	https://www.librarything.com/work/27768	http://dbpedia.org/resource/Good-Bye_to_All_That
Big Mouth & Ugly Girl (2002)	https://www.librarything.com/work/2334117	http://dbpedia.org/resource/Big_Mouth_&_Ugly_Girl
Our Magnificent Bastard Tongue: The Untold History of English	https://www.librarything.com/work/6173804	
A Slow Cold Death	https://www.librarything.com/work/12723856	
Judge & Jury	https://www.librarything.com/work/474194	http://dbpedia.org/resource/Judge_and_Jury
The Master of Petersburg (1994)	https://www.librarything.com/work/18274	http://dbpedia.org/resource/The_Master_of_Petersburg
Blue Diablo	https://www.librarything.com/work/6005402	
Dare to Drop the Pose: Ten Things Christians Think but Are Afraid to Say (2010)	https://www.librarything.com/work/10257155	
The Adventures of Sally (1922)	https://www.librarything.com/work/307845	
Context	https://www.librarything.com/work/48257	http://dbpedia.org/resource/The_Hound_of_the_Baskervilles
One Last Breath (2004)	https://www.librarything.com/work/426656	
The Day the World Ended at Little Bighorn: A Lakota History (2007)	https://www.librarything.com/work/3353193	
John Paul Jones: A Sailor's Biography (1959)	https://www.librarything.com/work/448404	
The Mountain's Call	https://www.librarything.com/work/134100	
Lawn Boy	https://www.librarything.com/work/2338131	
Payment in Blood (1989)	https://www.librarything.com/work/22663	
Apparition & Late Fictions: A Novella and Stories	https://www.librarything.com/work/9130712	
Visiting Day (2002)	https://www.librarything.com/work/1028748	
Salvation in Death	https://www.librarything.com/work/4919591	
