label	imdb_URI	DBpedia16_URI
Unbreakable (2000)	https://www.imdb.com/title/tt0217869/	
Boys Life 3 (2000)	https://www.imdb.com/title/tt0265101/	
Dungeons & Dragons (2000)	https://www.imdb.com/title/tt0190374/	
Proof of Life (2000)	https://www.imdb.com/title/tt0228750/	
Vertical Limit (2000)	https://www.imdb.com/title/tt0190865/	
Bounty, The (1984)	https://www.imdb.com/title/tt0086993/	
Code of Silence (1985)	https://www.imdb.com/title/tt0088936/	
Planes, Trains & Automobiles (1987)	https://www.imdb.com/title/tt0093748/	
She's Having a Baby (1988)	https://www.imdb.com/title/tt0096094/	
Secrets of the Heart (Secretos del Corazón) (1997)	https://www.imdb.com/title/tt0120090/	
Living Daylights, The (1987)	https://www.imdb.com/title/tt0093428/	
Transformers: The Movie (1986)	https://www.imdb.com/title/tt0092106/	
Wall Street (1987)	https://www.imdb.com/title/tt0094291/	
Born on the Fourth of July (1989)	https://www.imdb.com/title/tt0096969/	
Talk Radio (1988)	https://www.imdb.com/title/tt0096219/	
Brewster's Millions (1985)	https://www.imdb.com/title/tt0088850/	
Punchline (1988)	https://www.imdb.com/title/tt0095927/	
Mr. Accident (2000)	https://www.imdb.com/title/tt0156807/	
Chocolat (2000)	https://www.imdb.com/title/tt0241303/	
Dude, Where's My Car? (2000)	https://www.imdb.com/title/tt0242423/	
Emperor's New Groove, The (2000)	https://www.imdb.com/title/tt0120917/	
Pollock (2000)	https://www.imdb.com/title/tt0183659/	
What Women Want (2000)	https://www.imdb.com/title/tt0207201/	
Finding Forrester (2000)	https://www.imdb.com/title/tt0181536/	
Gift, The (2000)	https://www.imdb.com/title/tt0219699/	
Before Night Falls (2000)	https://www.imdb.com/title/tt0247196/	
Family Man, The (2000)	https://www.imdb.com/title/tt0218967/	
House of Mirth, The (2000)	https://www.imdb.com/title/tt0200720/	
Miss Congeniality (2000)	https://www.imdb.com/title/tt0212346/	
Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999)	https://www.imdb.com/title/tt0223530/	
Songcatcher (2000)	https://www.imdb.com/title/tt0210299/	
State and Main (2000)	https://www.imdb.com/title/tt0120202/	
Dracula 2000 (2000)	https://www.imdb.com/title/tt0219653/	
All the Pretty Horses (2000)	https://www.imdb.com/title/tt0149624/	
Everlasting Piece, An (2000)	https://www.imdb.com/title/tt0218182/	
Thirteen Days (2000)	https://www.imdb.com/title/tt0146309/	
Claim, The (2000)	https://www.imdb.com/title/tt0218378/	
Shadow of the Vampire (2000)	https://www.imdb.com/title/tt0189998/	
House of Games (1987)	https://www.imdb.com/title/tt0093223/	
Kill Me Again (1989)	https://www.imdb.com/title/tt0097662/	
Annie (1982)	https://www.imdb.com/title/tt0083564/	
Don't Tell Mom the Babysitter's Dead (1991)	https://www.imdb.com/title/tt0101757/	
Officer and a Gentleman, An (1982)	https://www.imdb.com/title/tt0084434/	
Alamo, The (1960)	https://www.imdb.com/title/tt0053580/	
At Close Range (1986)	https://www.imdb.com/title/tt0090670/	
Breaker! Breaker! (1977)	https://www.imdb.com/title/tt0075783/	
Breakheart Pass (1975)	https://www.imdb.com/title/tt0072735/	
Friendly Persuasion (1956)	https://www.imdb.com/title/tt0049233/	
Gettysburg (1993)	https://www.imdb.com/title/tt0107007/	
Imaginary Crimes (1994)	https://www.imdb.com/title/tt0110115/	
Rancho Deluxe (1975)	https://www.imdb.com/title/tt0073605/	
St. Francisville Experiment, The (2000)	https://www.imdb.com/title/tt0218625/	
Horrors of Spider Island (Ein Toter Hing im Netz) (1960)	https://www.imdb.com/title/tt0056600/	
Antitrust (2001)	https://www.imdb.com/title/tt0218817/	
Double Take (2001)	https://www.imdb.com/title/tt0238948/	
Save the Last Dance (2001)	https://www.imdb.com/title/tt0206275/	
Panic (2000)	https://www.imdb.com/title/tt0194218/	
Pledge, The (2001)	https://www.imdb.com/title/tt0237572/	
Kids World (2000)	https://www.imdb.com/title/tt0176883/	
Personals, The (Zheng hun qi shi) (1998)	https://www.imdb.com/title/tt0212423/	
Amati Girls, The (2000)	https://www.imdb.com/title/tt0213446/	
Love Field (1992)	https://www.imdb.com/title/tt0104765/	
Man in the Moon, The (1991)	https://www.imdb.com/title/tt0102388/	
Mystic Pizza (1988)	https://www.imdb.com/title/tt0095690/	
Prelude to a Kiss (1992)	https://www.imdb.com/title/tt0105165/	
Coffy (1973)	https://www.imdb.com/title/tt0069897/	
Foxy Brown (1974)	https://www.imdb.com/title/tt0071517/	
I'm Gonna Git You Sucka (1988)	https://www.imdb.com/title/tt0095348/	
Untamed Heart (1993)	https://www.imdb.com/title/tt0108451/	
Sugar & Spice (2001)	https://www.imdb.com/title/tt0186589/	
Wedding Planner, The (2001)	https://www.imdb.com/title/tt0209475/	
Amy (1998)	https://www.imdb.com/title/tt0118614/	
Faithless (Trolösa) (2000)	https://www.imdb.com/title/tt0157122/	
Invisible Circus, The (2001)	https://www.imdb.com/title/tt0178642/	
Legend of Rita, The (Stille nach dem Schuß, Die) (1999)	https://www.imdb.com/title/tt0234805/	
Monkey's Tale, A (Château des singes, Le) (1999)	https://www.imdb.com/title/tt0188506/	
Two Ninas (1999)	https://www.imdb.com/title/tt0162024/	
With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)	https://www.imdb.com/title/tt0216800/	
Amazing Grace and Chuck (1987)	https://www.imdb.com/title/tt0092545/	
Amazon Women on the Moon (1987)	https://www.imdb.com/title/tt0092546/	
Baby Boom (1987)	https://www.imdb.com/title/tt0092605/	
Back to the Beach (1987)	https://www.imdb.com/title/tt0092608/	
Barfly (1987)	https://www.imdb.com/title/tt0092618/	
Best Seller (1987)	https://www.imdb.com/title/tt0092641/	
Beverly Hills Cop II (1987)	https://www.imdb.com/title/tt0092644/	
Beverly Hills Cop (1984)	https://www.imdb.com/title/tt0086960/	
Big Easy, The (1987)	https://www.imdb.com/title/tt0092654/	
Big Shots (1987)	https://www.imdb.com/title/tt0092655/	
Big Town, The (1987)	https://www.imdb.com/title/tt0092656/	
Born in East L.A. (1987)	https://www.imdb.com/title/tt0092690/	
Brave Little Toaster, The (1987)	https://www.imdb.com/title/tt0092695/	
Can't Buy Me Love (1987)	https://www.imdb.com/title/tt0092718/	
Cherry 2000 (1987)	https://www.imdb.com/title/tt0092746/	
Cop (1988)	https://www.imdb.com/title/tt0092783/	
Critical Condition (1987)	https://www.imdb.com/title/tt0092798/	
Cry Freedom (1987)	https://www.imdb.com/title/tt0092804/	
Curse, The (a.k.a. The Farm) (1987)	https://www.imdb.com/title/tt0092809/	
Dead of Winter (1987)	https://www.imdb.com/title/tt0092842/	
Dead, The (1987)	https://www.imdb.com/title/tt0092843/	
Death Before Dishonor (1987)	https://www.imdb.com/title/tt0092854/	
Disorderlies (1987)	https://www.imdb.com/title/tt0092897/	
Dogs in Space (1987)	https://www.imdb.com/title/tt0092904/	
Eddie Murphy Raw (1987)	https://www.imdb.com/title/tt0092948/	
Empire of the Sun (1987)	https://www.imdb.com/title/tt0092965/	
Ernest Goes to Camp (1987)	https://www.imdb.com/title/tt0092974/	
Evil Dead, The (1981)	https://www.imdb.com/title/tt0083907/	
Extreme Prejudice (1987)	https://www.imdb.com/title/tt0092997/	
Family Viewing (1987)	https://www.imdb.com/title/tt0093006/	
Five Corners (1987)	https://www.imdb.com/title/tt0093029/	
Flowers in the Attic (1987)	https://www.imdb.com/title/tt0093036/	
Fourth Protocol, The (1987)	https://www.imdb.com/title/tt0093044/	
Gardens of Stone (1987)	https://www.imdb.com/title/tt0093073/	
Julia and Julia (Giulia e Giulia) (1987)	https://www.imdb.com/title/tt0093092/	
Glass Menagerie, The (1987)	https://www.imdb.com/title/tt0093093/	
Good Morning, Babylon (1987)	https://www.imdb.com/title/tt0093104/	
Hiding Out (1987)	https://www.imdb.com/title/tt0093186/	
Hollywood Shuffle (1987)	https://www.imdb.com/title/tt0093200/	
Hope and Glory (1987)	https://www.imdb.com/title/tt0093209/	
Hot Pursuit (1987)	https://www.imdb.com/title/tt0093215/	
Housekeeping (1987)	https://www.imdb.com/title/tt0093225/	
Hunk (1987)	https://www.imdb.com/title/tt0093231/	
Innerspace (1987)	https://www.imdb.com/title/tt0093260/	
Ironweed (1987)	https://www.imdb.com/title/tt0093277/	
Ishtar (1987)	https://www.imdb.com/title/tt0093278/	
Jaws: The Revenge (1987)	https://www.imdb.com/title/tt0093300/	
Leonard Part 6 (1987)	https://www.imdb.com/title/tt0093405/	
Less Than Zero (1987)	https://www.imdb.com/title/tt0093407/	
Like Father, Like Son (1987)	https://www.imdb.com/title/tt0093418/	
Lost Boys, The (1987)	https://www.imdb.com/title/tt0093437/	
Made in Heaven (1987)	https://www.imdb.com/title/tt0093467/	
Maid to Order (1987)	https://www.imdb.com/title/tt0093476/	
Making Mr. Right (1987)	https://www.imdb.com/title/tt0093477/	
Mannequin (1987)	https://www.imdb.com/title/tt0093493/	
Masters of the Universe (1987)	https://www.imdb.com/title/tt0093507/	
Million Dollar Mystery (1987)	https://www.imdb.com/title/tt0093539/	
Monster Squad, The (1987)	https://www.imdb.com/title/tt0093560/	
Month in the Country, A (1987)	https://www.imdb.com/title/tt0093562/	
Morgan Stewart's Coming Home (1987)	https://www.imdb.com/title/tt0093567/	
My Demon Lover (1987)	https://www.imdb.com/title/tt0093589/	
No Man's Land (1987)	https://www.imdb.com/title/tt0093638/	
North Shore (1987)	https://www.imdb.com/title/tt0093648/	
Head Over Heels (2001)	https://www.imdb.com/title/tt0192111/	
Left Behind: The Movie (2000)	https://www.imdb.com/title/tt0190524/	
Valentine (2001)	https://www.imdb.com/title/tt0242998/	
In the Mood For Love (Fa yeung nin wa) (2000)	https://www.imdb.com/title/tt0118694/	
Fever (1999)	https://www.imdb.com/title/tt0177769/	
Million Dollar Hotel, The (2001)	https://www.imdb.com/title/tt0120753/	
Nico and Dani (Krámpack) (2000)	https://www.imdb.com/title/tt0250478/	
Hannibal (2001)	https://www.imdb.com/title/tt0212985/	
Saving Silverman (Evil Woman) (2001)	https://www.imdb.com/title/tt0239948/	
Signs & Wonders (2001)	https://www.imdb.com/title/tt0230783/	
Taste of Others, The (Le goût des autres) (2000)	https://www.imdb.com/title/tt0216787/	
Vatel (2000)	https://www.imdb.com/title/tt0190861/	
Down to Earth (2001)	https://www.imdb.com/title/tt0231775/	
Recess: School's Out (2001)	https://www.imdb.com/title/tt0265632/	
Sweet November (2001)	https://www.imdb.com/title/tt0230838/	
Company Man (2000)	https://www.imdb.com/title/tt0177650/	
Price of Milk, The (2000)	https://www.imdb.com/title/tt0249893/	
Monkeybone (2001)	https://www.imdb.com/title/tt0166276/	
3000 Miles to Graceland (2001)	https://www.imdb.com/title/tt0233142/	
Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)	https://www.imdb.com/title/tt0191636/	
Mexican, The (2001)	https://www.imdb.com/title/tt0236493/	
See Spot Run (2001)	https://www.imdb.com/title/tt0250720/	
Carman: The Champion (2001)	https://www.imdb.com/title/tt0262462/	
Caveman's Valentine, The (2001)	https://www.imdb.com/title/tt0182000/	
Me You Them (Eu, Tu, Eles) (2000)	https://www.imdb.com/title/tt0244504/	
Series 7: The Contenders (2001)	https://www.imdb.com/title/tt0251031/	
15 Minutes (2001)	https://www.imdb.com/title/tt0179626/	
Get Over It (2001)	https://www.imdb.com/title/tt0192071/	
Blow Dry (a.k.a. Never Better) (2001)	https://www.imdb.com/title/tt0212380/	
Hit and Runway (1999)	https://www.imdb.com/title/tt0138493/	
Long Night's Journey Into Day (2000)	https://www.imdb.com/title/tt0236447/	
Simon Magus (1999)	https://www.imdb.com/title/tt0161977/	
When Brendan Met Trudy (2000)	https://www.imdb.com/title/tt0220157/	
Avalon (1990)	https://www.imdb.com/title/tt0099073/	
Gray's Anatomy (1996)	https://www.imdb.com/title/tt0116447/	
Madadayo (a.k.a. Not Yet) (1993)	https://www.imdb.com/title/tt0107474/	
Mirror Crack'd, The (1980)	https://www.imdb.com/title/tt0081163/	
Of Mice and Men (1939)	https://www.imdb.com/title/tt0031742/	
Pixote (1981)	https://www.imdb.com/title/tt0082912/	
Reform School Girls (1986)	https://www.imdb.com/title/tt0091836/	
Tapeheads (1988)	https://www.imdb.com/title/tt0096223/	
Tuff Turf (1985)	https://www.imdb.com/title/tt0090213/	
Unbelievable Truth, The (1989)	https://www.imdb.com/title/tt0100842/	
Bishop's Wife, The (1947)	https://www.imdb.com/title/tt0039190/	
Elvis: That's the Way It Is (1970)	https://www.imdb.com/title/tt0065687/	
Fortune Cookie, The (1966)	https://www.imdb.com/title/tt0060424/	
Lilies of the Field (1963)	https://www.imdb.com/title/tt0057251/	
Hans Christian Andersen (1952)	https://www.imdb.com/title/tt0044685/	
Greatest Story Ever Told, The (1965)	https://www.imdb.com/title/tt0059245/	
Elmer Gantry (1960)	https://www.imdb.com/title/tt0053793/	
Alfie (1966)	https://www.imdb.com/title/tt0060086/	
Demetrius and the Gladiators (1954)	https://www.imdb.com/title/tt0046899/	
Fantasticks, The (1995)	https://www.imdb.com/title/tt0113026/	
I Know Where I'm Going! (1945)	https://www.imdb.com/title/tt0037800/	
Abominable Dr. Phibes, The (1971)	https://www.imdb.com/title/tt0066740/	
Die, Monster, Die! (1965)	https://www.imdb.com/title/tt0059465/	
Real Life (1979)	https://www.imdb.com/title/tt0079781/	
Battle Beyond the Stars (1980)	https://www.imdb.com/title/tt0080421/	
Death Warrant (1990)	https://www.imdb.com/title/tt0099385/	
Double Impact (1991)	https://www.imdb.com/title/tt0101764/	
End, The (1978)	https://www.imdb.com/title/tt0077504/	
Fuzz (1972)	https://www.imdb.com/title/tt0068617/	
Harley Davidson and the Marlboro Man (1991)	https://www.imdb.com/title/tt0102005/	
Losin' It (1983)	https://www.imdb.com/title/tt0085868/	
Mermaids (1990)	https://www.imdb.com/title/tt0100140/	
Mighty Quinn, The (1989)	https://www.imdb.com/title/tt0097880/	
Navy Seals (1990)	https://www.imdb.com/title/tt0100232/	
Unmade Beds (1997)	https://www.imdb.com/title/tt0127952/	
Rated X (2000)	https://www.imdb.com/title/tt0201776/	
Manhunter (1986)	https://www.imdb.com/title/tt0091474/	
Reversal of Fortune (1990)	https://www.imdb.com/title/tt0100486/	
Death on the Nile (1978)	https://www.imdb.com/title/tt0077413/	
Deepstar Six (1989)	https://www.imdb.com/title/tt0097179/	
Revenge of the Nerds (1984)	https://www.imdb.com/title/tt0088000/	
Revenge of the Nerds II: Nerds in Paradise (1987)	https://www.imdb.com/title/tt0093857/	
Longtime Companion (1990)	https://www.imdb.com/title/tt0100049/	
4 Little Girls (1997)	https://www.imdb.com/title/tt0118540/	
River's Edge (1986)	https://www.imdb.com/title/tt0091860/	
Girls Just Want to Have Fun (1985)	https://www.imdb.com/title/tt0089208/	
Longest Yard, The (1974)	https://www.imdb.com/title/tt0071771/	
Necessary Roughness (1991)	https://www.imdb.com/title/tt0102517/	
C.H.U.D. (1984)	https://www.imdb.com/title/tt0087015/	
Enemy at the Gates (2001)	https://www.imdb.com/title/tt0215750/	
Exit Wounds (2001)	https://www.imdb.com/title/tt0242445/	
Dish, The (2001)	https://www.imdb.com/title/tt0205873/	
Brothers, The (2001)	https://www.imdb.com/title/tt0250274/	
Heartbreakers (2001)	https://www.imdb.com/title/tt0125022/	
Say It Isn't So (2001)	https://www.imdb.com/title/tt0239949/	
Too Much Sleep (1997)	https://www.imdb.com/title/tt0120352/	
Someone Like You (2001)	https://www.imdb.com/title/tt0244970/	
Spy Kids (2001)	https://www.imdb.com/title/tt0227538/	
Tomcats (2001)	https://www.imdb.com/title/tt0246989/	
Tailor of Panama, The (2001)	https://www.imdb.com/title/tt0236784/	
Amores Perros (Love's a Bitch) (2000)	https://www.imdb.com/title/tt0245712/	
Keep the River on Your Right: A Modern Cannibal Tale (2000)	https://www.imdb.com/title/tt0206187/	
Gleaners & I, The (Les glaneurs et la glaneuse) (2000)	https://www.imdb.com/title/tt0247380/	
Along Came a Spider (2001)	https://www.imdb.com/title/tt0164334/	
Blow (2001)	https://www.imdb.com/title/tt0221027/	
Just Visiting (2001)	https://www.imdb.com/title/tt0189192/	
Pokémon 3: The Movie (2001)	https://www.imdb.com/title/tt0266860/	
Beautiful Creatures (2000)	https://www.imdb.com/title/tt0221889/	
Brigham City (2001)	https://www.imdb.com/title/tt0268200/	
Day I Became a Woman, The (Roozi khe zan shodam) (2000)	https://www.imdb.com/title/tt0260332/	
Shadow Magic (2000)	https://www.imdb.com/title/tt0238588/	
Bridget Jones's Diary (2001)	https://www.imdb.com/title/tt0243155/	
Joe Dirt (2001)	https://www.imdb.com/title/tt0245686/	
Josie and the Pussycats (2001)	https://www.imdb.com/title/tt0236348/	
Kingdom Come (2001)	https://www.imdb.com/title/tt0246002/	
Body, The (2001)	https://www.imdb.com/title/tt0201485/	
Chopper (2000)	https://www.imdb.com/title/tt0221073/	
Circle, The (Dayereh) (2000)	https://www.imdb.com/title/tt0255094/	
Lakeboat (2000)	https://www.imdb.com/title/tt0210149/	
Crocodile Dundee in Los Angeles (2001)	https://www.imdb.com/title/tt0231402/	
Freddy Got Fingered (2001)	https://www.imdb.com/title/tt0240515/	
Center of the World, The (2001)	https://www.imdb.com/title/tt0240402/	
Girl, The (2000)	https://www.imdb.com/title/tt0249538/	
Low Down, The (2000)	https://www.imdb.com/title/tt0251191/	
Luzhin Defence, The (2000)	https://www.imdb.com/title/tt0211492/	
Visit, The (2000)	https://www.imdb.com/title/tt0199129/	
Lilies (1996)	https://www.imdb.com/title/tt0116882/	
Scarface (1983)	https://www.imdb.com/title/tt0086250/	
Days of Wine and Roses (1962)	https://www.imdb.com/title/tt0055895/	
Driven (2001)	https://www.imdb.com/title/tt0132245/	
Forsaken, The (2001)	https://www.imdb.com/title/tt0245120/	
One Night at McCool's (2001)	https://www.imdb.com/title/tt0203755/	
Town & Country (2001)	https://www.imdb.com/title/tt0141907/	
Rat (2000)	https://www.imdb.com/title/tt0234570/	
Mummy Returns, The (2001)	https://www.imdb.com/title/tt0209163/	
Eureka (Yurîka) (2000)	https://www.imdb.com/title/tt0243889/	
Tuvalu (1999)	https://www.imdb.com/title/tt0162023/	
Under the Sand (2000)	https://www.imdb.com/title/tt0240913/	
Cleopatra (1963)	https://www.imdb.com/title/tt0056937/	
Krull (1983)	https://www.imdb.com/title/tt0085811/	
Lost in America (1985)	https://www.imdb.com/title/tt0089504/	
Lost World, The (1925)	https://www.imdb.com/title/tt0016039/	
Triumph of the Will (Triumph des Willens) (1934)	https://www.imdb.com/title/tt0025913/	
True Believer (1989)	https://www.imdb.com/title/tt0098524/	
World According to Garp, The (1982)	https://www.imdb.com/title/tt0084917/	
Candy (1968)	https://www.imdb.com/title/tt0062776/	
Satyricon (1969)	https://www.imdb.com/title/tt0064940/	
Fellini's Roma (Roma) (1972)	https://www.imdb.com/title/tt0069191/	
Frankie and Johnny (1966)	https://www.imdb.com/title/tt0060429/	
Frankie and Johnny (1991)	https://www.imdb.com/title/tt0101912/	
Home of Our Own, A (1993)	https://www.imdb.com/title/tt0107130/	
